42.361630000000005,-71.092,88520
42.362680000000005,-71.08988000000001,61132
42.340650000000004,-71.0819,2485
42.347530000000006,-71.03604,8127
42.388450000000006,-71.1194,23148
42.373050000000006,-71.08647,7265
42.36983,-71.11258000000001,115620
42.36988,-71.07709000000001,22953
42.369420000000005,-71.07568,16169
42.368590000000005,-71.07391000000001,16169
42.390950000000004,-71.12221000000001,6438
42.391540000000006,-71.12346000000001,6438
42.39739,-71.1303,2185
42.397560000000006,-71.13089000000001,659
42.36683,-71.0519,34572
42.36439,-71.05108,36198
42.36121000000001,-71.06194,25645
42.3474,-71.11015,4070
42.351040000000005,-71.06883,11235
42.37426000000001,-71.11346,40547
42.36195,-71.05791,10395
42.36722,-71.06728000000001,1556
42.346740000000004,-71.11658,8419
42.340450000000004,-71.11282,12387
42.371640000000006,-71.12093,16351
42.365550000000006,-71.06124000000001,24151
42.35801,-71.10211000000001,2039
42.3464,-71.08030000000001,12840
42.34066000000001,-71.08174000000001,38362
42.38788,-71.11548,5207
42.36099,-71.07117000000001,1410
42.37304,-71.12315000000001,1434
42.33907000000001,-71.09702,4082
42.37653,-71.12213000000001,9919
42.37084,-71.07176000000001,1516
42.37187,-71.06122,5433
42.37263,-71.05818000000001,6992
42.36757,-71.11844,16526
42.35195,-71.11039000000001,13863
42.350930000000005,-71.09706,23917
42.362230000000004,-71.08389000000001,12625
42.34895,-71.06546,3806
42.340860000000006,-71.05113,1130
42.36366,-71.08679000000001,18501
42.36536,-71.10421000000001,8634
42.34505,-71.08127,42684
42.34982,-71.04926,4591
42.37792,-71.05949000000001,580
42.33379,-71.09303,2449
42.34394,-71.08362000000001,2970
42.35307,-71.08458,1967
42.3793,-71.10214,4172
42.31373000000001,-71.10538000000001,3728
42.33418,-71.10698000000001,3926
42.333870000000005,-71.10709,3926
42.314640000000004,-71.04135000000001,1192
42.339690000000004,-71.10298,4052
42.34055,-71.09999,2088
42.34076,-71.09997,2546
42.34649,-71.04176000000001,2906
42.34082,-71.10286,2704
42.33072000000001,-71.06319,556
42.36497000000001,-71.07712000000001,7544
42.34472,-71.10057,6043
42.321600000000004,-71.11208,5625
42.322010000000006,-71.10998000000001,1285
42.39349000000001,-71.13285,2830
42.33323,-71.10905000000001,5537
42.35389000000001,-71.11044000000001,3234
42.34532,-71.10171000000001,3859
42.385920000000006,-71.13169,1138
42.333510000000004,-71.08176,2918
42.35709000000001,-71.07316,24733
42.357440000000004,-71.09261000000001,481
42.3406,-71.09986,1470
42.361940000000004,-71.07891000000001,1056
42.310410000000005,-71.11484,2418
42.354440000000004,-71.13532000000001,1300
42.37182000000001,-71.12682000000001,751
42.372020000000006,-71.12694,751
42.37308,-71.12845,751
42.371120000000005,-71.13048,751
42.343160000000005,-71.10249,1033
42.35454,-71.05748000000001,2555
42.349650000000004,-71.12867,260
42.340140000000005,-71.12077000000001,558
42.34846,-71.06453,1108
42.362170000000006,-71.09373000000001,1108
42.333180000000006,-71.11501000000001,1491
42.33315,-71.11487000000001,1491
42.347010000000004,-71.12568,238
42.39683,-71.12208000000001,5575
42.34781,-71.03970000000001,1508
42.396930000000005,-71.13785,4507
42.39701,-71.13705,4507
42.341550000000005,-71.11030000000001,366
42.40203,-71.11893,2369
42.364200000000004,-71.06531000000001,569
42.33357,-71.07348,804
42.32959,-71.05770000000001,204
42.34411,-71.10334,378
42.348940000000006,-71.10916,895
42.35850000000001,-71.11408,1619
42.367610000000006,-71.11063,366
42.33133,-71.09379000000001,182
42.3357,-71.03129000000001,178
